T(K)           P(bar)         H2O,wt%        rho,kg/m3     
  1052.41        2130.52       0.114967E-001   3224.66     
  1058.14        2130.52       0.114967E-001   3224.04     
  1063.87        2130.52       0.114967E-001   3223.32     
  1069.60        2130.52       0.114967E-001   3222.68     
  1075.33        2130.52       0.114967E-001   3222.10     
  1081.06        2130.52       0.114967E-001   3221.45     
  1086.79        2130.52       0.114967E-001   3220.83     
  1092.52        2130.52       0.114967E-001   3220.18     
  1098.25        2130.52       0.114967E-001   3219.52     
  1103.98        2130.52       0.114967E-001   3218.83     
  1109.71        2130.52       0.114967E-001   3218.31     
  1115.45        2130.52       0.114967E-001   3217.62     
  1121.18        2130.52       0.114967E-001   3216.96     
  1126.91        2130.52       0.114967E-001   3216.33     
  1132.64        2130.52       0.114967E-001   3215.76     
  1138.37        2130.52       0.114967E-001   3215.08     
  1144.10        2130.52       0.114967E-001   3214.46     
  1149.83        2130.52       0.114967E-001   3213.70     
  1155.56        2130.52       0.114967E-001   3212.95     
  1161.29        2130.52       0.114967E-001   3212.43     
  1167.02        2130.52       0.114967E-001   3211.69     
  1172.76        2130.52       0.114967E-001   3211.18     
  1178.49        2130.52       0.114967E-001   3210.55     
  1184.22        2130.52       0.114967E-001   3209.82     
  1189.95        2130.52       0.114967E-001   3209.00     
  1195.68        2130.52       0.114967E-001   3208.41     
  1201.41        2130.52       0.114967E-001   3207.73     
  1207.14        2130.52       0.114967E-001   3207.23     
  1212.87        2130.52       0.114967E-001   3206.42     
  1218.60        2130.52       0.114967E-001   3205.82     
  1224.33        2130.52       0.114967E-001   3205.11     
  1230.06        2130.52       0.114967E-001   3204.44     
  1235.80        2130.52       0.114967E-001   3203.82     
  1241.53        2130.52       0.114967E-001   3203.07     
  1247.26        2130.52       0.114967E-001   3202.40     
  1252.99        2130.52       0.114967E-001   3201.64     
  1258.72        2130.52       0.114967E-001   3201.04     
  1264.45        2130.52       0.114967E-001   3200.28     
  1270.18        2130.52       0.114967E-001   3199.59     
  1275.91        2130.52       0.114967E-001   3198.99     
  1281.64        2130.52       0.114967E-001   3198.25     
  1287.37        2130.52       0.114967E-001   3197.58     
  1293.10        2130.52       0.114967E-001   3196.90     
  1298.84        2130.52        0.00000        3196.16     
  1304.57        2130.52        0.00000        3195.54     
  1310.30        2130.52        0.00000        3194.88     
  1316.03        2130.52        0.00000        3194.20     
  1321.76        2130.52        0.00000        3193.51     
  1327.49        2130.52        0.00000        3192.81     
  1333.22        2130.52        0.00000        3192.14     
  1338.95        2130.52        0.00000        3191.46     
  1344.68        2130.52        0.00000        3190.80     
  1350.41        2130.52        0.00000        3190.13     
  1356.14        2130.52        0.00000        3189.39     
  1361.88        2130.52        0.00000        3188.80     
  1367.61        2130.52        0.00000        3188.11     
  1373.34        2130.52        0.00000        3187.42     
  1379.07        2130.52        0.00000        3186.68     
  1384.80        2130.52        0.00000        3185.97     
  1390.53        2130.52        0.00000        3185.35     
  1396.26        2130.52        0.00000        3184.66     
  1401.99        2130.52        0.00000        3183.83     
  1407.72        2130.52        0.00000        3183.13     
  1413.45        2130.52        0.00000        3182.38     
  1419.18        2130.52        0.00000        3190.16     
  1424.92        2130.52        0.00000        3197.32     
  1430.65        2130.52        0.00000        3200.45     
  1436.38        2130.52        0.00000        3199.53     
  1442.11        2130.52        0.00000        3198.58     
  1447.84        2130.52        0.00000        3197.61     
  1453.57        2130.52        0.00000        3196.71     
  1459.30        2130.52        0.00000        3195.77     
  1465.03        2130.52        0.00000        3194.80     
  1470.76        2130.52        0.00000        3193.86     
  1476.49        2130.52        0.00000        3192.85     
  1482.22        2130.52        0.00000        3191.93     
  1487.96        2130.52        0.00000        3190.99     
  1493.69        2130.52        0.00000        3190.04     
  1499.42        2130.52        0.00000        3189.03     
  1505.15        2130.52        0.00000        3188.10     
  1510.88        2130.52        0.00000        3187.07     
  1516.61        2130.52        0.00000        3186.07     
  1522.34        2130.52        0.00000        3185.07     
  1528.07        2130.52        0.00000        3184.04     
  1533.80        2130.52        0.00000        3183.04     
  1539.53        2130.52        0.00000        3182.01     
  1545.27        2130.52        0.00000        3180.96     
  1551.00        2130.52        0.00000        3179.93     
  1556.73        2130.52        0.00000        3178.87     
  1562.46        2130.52        0.00000        3177.80     
  1568.19        2130.52        0.00000        3176.74     
  1573.92        2130.52        0.00000        3175.64     
  1579.65        2130.52        0.00000        3174.52     
  1585.38        2130.52        0.00000        3173.44     
  1591.11        2130.52        0.00000        3172.31     
  1596.84        2130.52        0.00000        3171.16     
  1602.57        2130.52        0.00000        3169.98     
  1608.31        2130.52        0.00000        3168.87     
  1614.04        2130.52        0.00000        3167.69     
  1619.77        2130.52        0.00000        3166.51     
  1625.50        2130.52        0.00000        3165.33     
